Date_ymd,Recorder,Richness_ID,Density_ID,Rep,Biomass_Type,Species_ID,Individual_ID,Biomass_g,Bag_type,Comments,
-,GX,M4,D1,1,BM,ANGE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that ANGE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,1,AB,HEHE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that ANGE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,1,BM,HEHE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that ANGE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,2,AB,HEHE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that HEHE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,2,BM,HEHE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that HEHE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,2,AB,ANGE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that ANGE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,2,BM,ANGE,-,0.0000,-,"Biomass were double-checked on 2023-11-10, and there were no bags for this species sampled during the harvest; it's likely that ANGE did not gemrminate and grow in this particular tray (GX)",
-,GX,M4,D1,4,AB,OEBI,-,0.0000,-,,
-,GX,M4,D1,4,BM,OEBI,-,0.0000,-,,
-,GX,M4,D1,4,AB,HEHE,-,0.0000,-,,
-,GX,M4,D1,4,BM,HEHE,-,0.0000,-,,
-,GX,M4,D3,3,AB,RUHI,,,,,
-,GX,M4,D3,3,BM,RUHI,,,,,
-,GX,M4,D3,3,AB,OEBI,,,,,
-,GX,M4,D3,3,BM,OEBI,,,,,
-,GX,M1,D1,H5,AB,HEHE,-,0.000,-,Double-checked the biomass bags on 2023-11-10 and there were no sampled bags for HEHE here; likely HEHE never germinated and grew for this particular tray (GX),
-,GX,M1,D1,H5,BM,HEHE,-,0.000,-,Double-checked the biomass bags on 2023-11-10 and there were no sampled bags for HEHE here; likely HEHE never germinated and grew for this particular tray (GX),
